X111	X112	X121	X122	X211	X212	X221	X222	E111	E112	E121	E122	E211	E212	E221	E222	EX1	DIC1	EM1	EX2	DIC2	EM2
0.983810	0.775895	0.016190	0.224105	0.001669	0.000095	0.998331	0.999905	14.495337	1.097859	0.238547	0.317099	0.016453	0.001246	9.841101	13.081734	15	0	0	19	0	0
0.983948	0.777408	0.016052	0.222592	0.001669	0.000095	0.998331	0.999905	15.274571	1.156877	0.249187	0.331243	0.016453	0.001246	9.841101	13.081734	16	0	0	19	0	0
0.984321	0.781517	0.015679	0.218483	0.001669	0.000095	0.998331	0.999905	12.101095	0.916522	0.192753	0.256225	0.016453	0.001246	9.841101	13.081734	17	0	0	19	0	0
0.983940	0.777319	0.016060	0.222681	0.001669	0.000095	0.998331	0.999905	12.165356	0.921389	0.198566	0.263954	0.016453	0.001246	9.841101	13.081734	18	0	0	19	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.016453	0.001246	9.841101	13.081734	19	0	0	19	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.016453	0.001246	9.841101	13.081734	20	0	0	19	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.016453	0.001246	9.841101	13.081734	21	0	0	19	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.016453	0.001246	9.841101	13.081734	22	0	0	19	0	0
0.981339	0.749769	0.018661	0.250231	0.001670	0.000095	0.998330	0.999905	6.814236	0.516102	0.129577	0.172246	0.016085	0.001218	9.618029	12.785205	0	0	0	20	0	0
0.981859	0.755126	0.018141	0.244874	0.001670	0.000095	0.998330	0.999905	5.346132	0.404910	0.098778	0.131305	0.016085	0.001218	9.618029	12.785205	1	0	0	20	0	0
0.983696	0.774656	0.016304	0.225344	0.001670	0.000095	0.998330	0.999905	10.206927	0.773060	0.169172	0.224880	0.016085	0.001218	9.618029	12.785205	2	0	0	20	0	0
0.984512	0.783631	0.015488	0.216369	0.001670	0.000095	0.998330	0.999905	9.001845	0.681789	0.141616	0.188250	0.016085	0.001218	9.618029	12.785205	3	0	0	20	0	0
0.983972	0.777668	0.016028	0.222332	0.001670	0.000095	0.998330	0.999905	15.221204	1.152835	0.247944	0.329591	0.016085	0.001218	9.618029	12.785205	4	0	0	20	0	0
0.983974	0.777692	0.016026	0.222308	0.001670	0.000095	0.998330	0.999905	0.000150	0.000011	0.000002	0.000003	0.016085	0.001218	9.618029	12.785205	5	0	0	20	0	0
0.983974	0.777692	0.016026	0.222308	0.001670	0.000095	0.998330	0.999905	0.000150	0.000011	0.000002	0.000003	0.016085	0.001218	9.618029	12.785205	6	0	0	20	0	0
0.983986	0.777820	0.016014	0.222180	0.001670	0.000095	0.998330	0.999905	15.172312	1.149132	0.246930	0.328243	0.016085	0.001218	9.618029	12.785205	7	0	0	20	0	0
0.983974	0.777692	0.016026	0.222308	0.001670	0.000095	0.998330	0.999905	0.000150	0.000011	0.000002	0.000003	0.016085	0.001218	9.618029	12.785205	8	0	0	20	0	0
0.983969	0.777641	0.016031	0.222359	0.001670	0.000095	0.998330	0.999905	15.607960	1.182128	0.254283	0.338017	0.016085	0.001218	9.618029	12.785205	9	0	0	20	0	0
0.983708	0.774783	0.016292	0.225217	0.001670	0.000095	0.998330	0.999905	0.000002	0.000000	0.000000	0.000000	0.016085	0.001218	9.618029	12.785205	10	0	0	20	0	0
0.983974	0.777692	0.016026	0.222308	0.001670	0.000095	0.998330	0.999905	0.000158	0.000012	0.000003	0.000003	0.016085	0.001218	9.618029	12.785205	11	0	0	20	0	0
0.983986	0.777820	0.016014	0.222180	0.001670	0.000095	0.998330	0.999905	15.172312	1.149132	0.246930	0.328243	0.016085	0.001218	9.618029	12.785205	12	0	0	20	0	0
0.984027	0.778278	0.015973	0.221722	0.001670	0.000095	0.998330	0.999905	0.000443	0.000034	0.000007	0.000010	0.016085	0.001218	9.618029	12.785205	13	0	0	20	0	0
0.983980	0.777758	0.016020	0.222242	0.001670	0.000095	0.998330	0.999905	15.443326	1.169659	0.251431	0.334226	0.016085	0.001218	9.618029	12.785205	14	0	0	20	0	0
0.983810	0.775895	0.016190	0.224105	0.001670	0.000095	0.998330	0.999905	14.495337	1.097859	0.238547	0.317099	0.016085	0.001218	9.618029	12.785205	15	0	0	20	0	0
0.983948	0.777408	0.016052	0.222592	0.001670	0.000095	0.998330	0.999905	15.274571	1.156877	0.249187	0.331243	0.016085	0.001218	9.618029	12.785205	16	0	0	20	0	0
0.984321	0.781517	0.015679	0.218483	0.001670	0.000095	0.998330	0.999905	12.101095	0.916522	0.192753	0.256225	0.016085	0.001218	9.618029	12.785205	17	0	0	20	0	0
0.983940	0.777319	0.016060	0.222681	0.001670	0.000095	0.998330	0.999905	12.165356	0.921389	0.198566	0.263954	0.016085	0.001218	9.618029	12.785205	18	0	0	20	0	0
0.983974	0.777692	0.016026	0.222308	0.001670	0.000095	0.998330	0.999905	0.000158	0.000012	0.000003	0.000003	0.016085	0.001218	9.618029	12.785205	19	0	0	20	0	0
0.983974	0.777692	0.016026	0.222308	0.001670	0.000095	0.998330	0.999905	0.000158	0.000012	0.000003	0.000003	0.016085	0.001218	9.618029	12.785205	20	0	0	20	0	0
0.983974	0.777692	0.016026	0.222308	0.001670	0.000095	0.998330	0.999905	0.000158	0.000012	0.000003	0.000003	0.016085	0.001218	9.618029	12.785205	21	0	0	20	0	0
0.983974	0.777692	0.016026	0.222308	0.001670	0.000095	0.998330	0.999905	0.000158	0.000012	0.000003	0.000003	0.016085	0.001218	9.618029	12.785205	22	0	0	20	0	0
0.981339	0.749769	0.018661	0.250231	0.001669	0.000095	0.998331	0.999905	6.814236	0.516102	0.129577	0.172246	0.000000	0.000000	0.000121	0.000161	0	0	0	21	0	0
0.981859	0.755126	0.018141	0.244874	0.001669	0.000095	0.998331	0.999905	5.346132	0.404910	0.098778	0.131305	0.000000	0.000000	0.000121	0.000161	1	0	0	21	0	0
0.983696	0.774656	0.016304	0.225344	0.001669	0.000095	0.998331	0.999905	10.206927	0.773060	0.169172	0.224880	0.000000	0.000000	0.000121	0.000161	2	0	0	21	0	0
0.984512	0.783631	0.015488	0.216369	0.001669	0.000095	0.998331	0.999905	9.001845	0.681789	0.141616	0.188250	0.000000	0.000000	0.000121	0.000161	3	0	0	21	0	0
0.983972	0.777668	0.016028	0.222332	0.001669	0.000095	0.998331	0.999905	15.221204	1.152835	0.247944	0.329591	0.000000	0.000000	0.000121	0.000161	4	0	0	21	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000150	0.000011	0.000002	0.000003	0.000000	0.000000	0.000121	0.000161	5	0	0	21	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000150	0.000011	0.000002	0.000003	0.000000	0.000000	0.000121	0.000161	6	0	0	21	0	0
0.983986	0.777820	0.016014	0.222180	0.001669	0.000095	0.998331	0.999905	15.172312	1.149132	0.246930	0.328243	0.000000	0.000000	0.000121	0.000161	7	0	0	21	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000150	0.000011	0.000002	0.000003	0.000000	0.000000	0.000121	0.000161	8	0	0	21	0	0
0.983969	0.777641	0.016031	0.222359	0.001669	0.000095	0.998331	0.999905	15.607960	1.182128	0.254283	0.338017	0.000000	0.000000	0.000121	0.000161	9	0	0	21	0	0
0.983708	0.774783	0.016292	0.225217	0.001669	0.000095	0.998331	0.999905	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000121	0.000161	10	0	0	21	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000121	0.000161	11	0	0	21	0	0
0.983986	0.777820	0.016014	0.222180	0.001669	0.000095	0.998331	0.999905	15.172312	1.149132	0.246930	0.328243	0.000000	0.000000	0.000121	0.000161	12	0	0	21	0	0
0.984027	0.778278	0.015973	0.221722	0.001669	0.000095	0.998331	0.999905	0.000443	0.000034	0.000007	0.000010	0.000000	0.000000	0.000121	0.000161	13	0	0	21	0	0
0.983980	0.777758	0.016020	0.222242	0.001669	0.000095	0.998331	0.999905	15.443326	1.169659	0.251431	0.334226	0.000000	0.000000	0.000121	0.000161	14	0	0	21	0	0
0.983810	0.775895	0.016190	0.224105	0.001669	0.000095	0.998331	0.999905	14.495337	1.097859	0.238547	0.317099	0.000000	0.000000	0.000121	0.000161	15	0	0	21	0	0
0.983948	0.777408	0.016052	0.222592	0.001669	0.000095	0.998331	0.999905	15.274571	1.156877	0.249187	0.331243	0.000000	0.000000	0.000121	0.000161	16	0	0	21	0	0
0.984321	0.781517	0.015679	0.218483	0.001669	0.000095	0.998331	0.999905	12.101095	0.916522	0.192753	0.256225	0.000000	0.000000	0.000121	0.000161	17	0	0	21	0	0
0.983940	0.777319	0.016060	0.222681	0.001669	0.000095	0.998331	0.999905	12.165356	0.921389	0.198566	0.263954	0.000000	0.000000	0.000121	0.000161	18	0	0	21	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000121	0.000161	19	0	0	21	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000121	0.000161	20	0	0	21	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000121	0.000161	21	0	0	21	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000121	0.000161	22	0	0	21	0	0
